,Unnamed: 0,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,State
1473,1473,Boojee Cafe,"Rays House CHS,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee",5.0,4,800,Maharashtra
1474,1474,Fire Bowl,"Malad West, North Western", North Western,Mumbai,"Chinese,  Seafood",4.4,40,800,Maharashtra
1475,1475,Misal Adda,"Thane West, Thane", Thane,Mumbai,"Maharashtrian,  Street Food",3.8,2,200,Maharashtra
1476,1476,Spice It,"Ibis Hotel,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  European,  North Indian,  Chinese",4.1,30,1200,Maharashtra
1477,1477,The Nutcracker,"Bandra West, Bandra", Bandra,Mumbai,"European,  American",4.6,132,1200,Maharashtra
1478,1478,Soul Fry,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,"Seafood,  Goan",3.9,30,1000,Maharashtra
1479,1479,Pablo - The Art Cafe Lounge,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Continental,  European,  Seafood,  Modern Indian",4.2,53,2500,Maharashtra
1480,1480,Persia Darbar,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Seafood",4.5,119,1000,Maharashtra
1481,1481,The Bagel Shop,"Anand Villa,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Continental,  American",4.4,66,1000,Maharashtra
1482,1482,Thambbi,"Gagangiri CHS,Thane West, Thane", Thane,Mumbai,"North Indian,  South Indian",3.0,2,800,Maharashtra
1483,1483,Tibbs Frankie,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Fast Food,1.7,3,200,Maharashtra
1484,1484,Meraki,"Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Thai,  Burmese",4.2,30,600,Maharashtra
1485,1485,Phelia Lounge,"Goregaon West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Oriental ,  Fast Food,  Modern Indian",4.0,35,2000,Maharashtra
1486,1486,Banana Leaf,"Malad West, North Western", North Western,Mumbai,"South Indian,  Street Food",4.6,86,1000,Maharashtra
1487,1487,Coffee By Di Bella,"Mehta Building,Matunga East, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,98,700,Maharashtra
1488,1488,Messy Addaa,"Matunga East, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Italian",4.6,62,700,Maharashtra
1489,1489,Cafe Nutrithink,"Panch Pakhadi, Thane", Thane,Mumbai,"Continental,  Health Food",4.0,1,1000,Maharashtra
1490,1490,By The Bae - Kitchen And Bar,"Versova, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Street Food",4.1,526,2000,Maharashtra
1491,1491,Frozen Bottle,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,60,500,Maharashtra
1492,1492,New York Burrito Company,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,Mexican,4.3,59,600,Maharashtra
1493,1493,Bougainvillea,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Oriental ,  Chinese,  Continental",4.4,40,1300,Maharashtra
1494,1494,Mad Over Donuts,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.3,32,450,Maharashtra
1495,1495,Bandra Gomantak,"Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Mughlai,  Malvani",3.6,3,800,Maharashtra
1496,1496,Ottoman Cafe,"Versova, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",4.3,27,1500,Maharashtra
1497,1497,Howra Burger,"Dunhill Apartments,Bandra West, Bandra", Bandra,Mumbai,"Burger,  Fast Food",4.2,11,600,Maharashtra
1498,1498,Mad Over Donuts,"HyperCITY Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,18,450,Maharashtra
1499,1499,Kakori House,"Shiv Sagar CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Mughlai,  Awadhi",4.2,23,1500,Maharashtra
1500,1500,PizzAah! District,"7 Bungalows, Andheri West", Andheri West,Mumbai,"Italian,  Pizza,  Fast Food",2.4,2,600,Maharashtra
1501,1501,British Waffle Co.,"Vastu Tower,Goregaon East, North Western", North Western,Mumbai,"Waffle,  Desserts,  Shakes",1.0,1,400,Maharashtra
1502,1502,Tibbs Frankie,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,Fast Food,4.1,6,200,Maharashtra
1503,1503,New Sernyaa,"Adarsh Nagar, Andheri West", Andheri West,Mumbai,"Tibetan,  Chinese,  Seafood,  Burmese",1.7,3,800,Maharashtra
1504,1504,Shake N Crack,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Shakes",2.3,2,200,Maharashtra
1505,1505,6th Street Yogurt,"Rachael Building,Bandra West, Bandra", Bandra,Mumbai,"Desserts,  Ice Cream,  Yogurt",4.5,45,300,Maharashtra
1506,1506,Persia Darbar,"Malad West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Mughlai",4.6,213,1000,Maharashtra
1507,1507,Eataeria,"Bandra West, Bandra", Bandra,Mumbai,"Chinese,  North Indian,  Fast Food",4.4,10,800,Maharashtra
1508,1508,Phelia Terrace,"First Avenue,Goregaon West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Oriental ,  Fast Food",3.3,3,2000,Maharashtra
1509,1509,Banana Leaf,"Korum Mall,Thane West, Thane", Thane,Mumbai,"South Indian,  Street Food",4.3,30,1000,Maharashtra
1510,1510,Bachelorr's,"Kosamda,Bandra West, Bandra", Bandra,Mumbai,"Juice,  Street Food,  Desserts,  Fast Food",4.2,20,300,Maharashtra
1511,1511,Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,Tea,4.5,8,500,Maharashtra
1512,1512,Pop Tate's,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,"Chinese,  Italian,  Continental",4.3,335,2000,Maharashtra
1513,1513,Bruciato Food Factory,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Italian,  Fast Food",3.9,29,1000,Maharashtra
1514,1514,Tibbs Frankie,"Korum Mall,Thane West, Thane", Thane,Mumbai,Fast Food,3.9,9,200,Maharashtra
1515,1515,Wanton House,"Shams Palace,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Asian,  Seafood,  Fast Food",4.0,19,900,Maharashtra
1516,1516,HAS South Bombay,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"South Indian,  Health Food",3.5,2,500,Maharashtra
1517,1517,Naans n Noodles,"Hotel Yogi Midtown,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",3.9,38,1000,Maharashtra
1518,1518,Kakori House,"Bandra West, Bandra", Bandra,Mumbai,"Mughlai,  Awadhi",3.7,9,1500,Maharashtra
1519,1519,Beyond - Wine & Dine,"Malad West, North Western", North Western,Mumbai,"North Indian,  Fast Food,  Italian,  Continental,  Mexican,  Oriental ",4.3,97,2200,Maharashtra
1520,1520,Thangabali,"Manmohan Bhavan,Mahim, South Mumbai", South Mumbai,Mumbai,"South Indian,  North Indian,  Seafood",4.4,213,1200,Maharashtra
1521,1521,Fire Bowl,"Mangal Orchid CHS,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Chinese,  Continental,  Thai,  Seafood",4.3,33,800,Maharashtra
1522,1522,Dewano Daa Dhaba,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Awadhi",4.5,7,900,Maharashtra
1523,1523,Nomada,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"American,  Fast Food",3.6,4,1500,Maharashtra
1524,1524,Coffee By Di Bella,"Versova, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,162,700,Maharashtra
1525,1525,Stir Fry Grill,"Malad West, North Western", North Western,Mumbai,"Chinese,  Thai",4.3,42,1500,Maharashtra
1526,1526,The Food Studio,"Nisha Palace,Malad West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,236,1400,Maharashtra
1527,1527,Goa Portuguesa,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Goan,  South Indian,  Seafood,  Maharashtrian,  Portuguese",4.3,269,1500,Maharashtra
1528,1528,Sirocco,"Versova, Andheri West", Andheri West,Mumbai,"Italian,  Chinese",4.3,16,1200,Maharashtra
1529,1529,Diva Maharashtracha,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Maharashtrian,  Seafood,  Goan,  Konkani,  Malvani",4.4,158,2000,Maharashtra
1530,1530,Yoko Sizzlers,"Malad West, North Western", North Western,Mumbai,"Fast Food,  Sizzlers,  Seafood",4.3,83,2400,Maharashtra
1531,1531,SodaBottleOpenerWala,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Parsi,  Iranian,  North Indian,  Street Food",4.2,287,1600,Maharashtra
1532,1532,Dakshin Culture Curry,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"South Indian,  Maharashtrian,  Goan,  Seafood,  Chettinad,  Malvani",4.1,45,2000,Maharashtra
1533,1533,Mad Over Donuts,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,62,450,Maharashtra
1534,1534,Sammy Sosa,"Raj Infinia,Malad West, North Western", North Western,Mumbai,"Italian,  Continental,  Mexican,  Asian,  Fast Food",4.3,38,2200,Maharashtra
1535,1535,PizzaExpress,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"European,  Fast Food,  Italian",4.2,265,2000,Maharashtra
1536,1536,Aromas Cafe,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.4,73,1000,Maharashtra
1537,1537,Mad Over Donuts,"Growel's 101 Mall,Kandivali East, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,23,450,Maharashtra
1538,1538,Mainland China,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Seafood,  Asian",4.3,321,1800,Maharashtra
1539,1539,Coffee By Di Bella,"West Wind Apartment,Mahim, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,137,700,Maharashtra
1540,1540,Pokket Cafe,"Kandivali East, North Western", North Western,Mumbai,"Fast Food,  Italian,  Chinese",4.2,14,600,Maharashtra
1541,1541,63 By - Lane,"Evershine Millennium Paradise,Kandivali East, North Western", North Western,Mumbai,"Italian,  Fast Food",4.6,9,900,Maharashtra
1542,1542,Aditi Fast Food,"Malad West, North Western", North Western,Mumbai,"North Indian,  Chinese,  South Indian",3.7,5,500,Maharashtra
1543,1543,Ambience All Day Dining,"Kandivali East, North Western", North Western,Mumbai,"Continental,  Multi-Cuisine,  North Indian,  Chinese,  Seafood",4.2,105,1500,Maharashtra
1544,1544,China Bistro,"Infinity Shopping Complex,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",4.4,304,2000,Maharashtra
1545,1545,TASCA Oriental Cuisine,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,"North Indian,  Asian,  Fast Food",4.2,64,1000,Maharashtra
1546,1546,Tanatan,"Vidya Bhavan,Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Modern Indian,  Seafood",4.3,87,1800,Maharashtra
1547,1547,Frozen Bottle,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,80,500,Maharashtra
1548,1548,The Irish House,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Continental,  American,  European",4.1,191,2000,Maharashtra
1549,1549,High On Tea,"Evershine Insat CHS,Kandivali East, North Western", North Western,Mumbai,"Tea,  North Indian,  Italian",4.2,12,600,Maharashtra
1550,1550,Gigil Brasserie,"Kandivali East, North Western", North Western,Mumbai,"Italian,  Fast Food,  Shakes",4.2,16,1000,Maharashtra
1551,1551,Frozen Bottle,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Shakes,  Ice Cream",4.1,41,500,Maharashtra
1552,1552,Mad Over Donuts,"Shakuntal Building,Dadar West, South Mumbai", South Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.7,46,450,Maharashtra
1553,1553,Yoko Sizzlers,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Fast Food,  Sizzlers,  Seafood",3.9,28,2400,Maharashtra
1554,1554,Wah Maratha,"Summer Castle Compound,Thane West, Thane", Thane,Mumbai,"Maharashtrian,  Seafood",3.8,13,400,Maharashtra
1555,1555,Silver Oaks,"Agarwal Centre,Malad West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Oriental ",4.3,128,1500,Maharashtra
1556,1556,Coffee By Di Bella,"Jagdamba Commercial Complex,Malad West, North Western", North Western,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,150,1200,Maharashtra
1557,1557,Tibbs Frankie,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,Fast Food,3.9,27,200,Maharashtra
1558,1558,Ebony Fine Dine,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai,  Oriental ",4.2,433,1600,Maharashtra
1559,1559,Coffee By Di Bella,"Devchhay Building,Dadar West, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,98,700,Maharashtra
1560,1560,The Momo Factory,"Hari Niwas,Dadar West, South Mumbai", South Mumbai,Mumbai,"Tibetan,  Fast Food",3.5,20,400,Maharashtra
1561,1561,Tibbs Frankie,"Dadar West, South Mumbai", South Mumbai,Mumbai,Fast Food,4.3,37,200,Maharashtra
1562,1562,Tibbs Frankie,"Viviana Mall,Thane West, Thane", Thane,Mumbai,Fast Food,4.0,46,200,Maharashtra
1563,1563,The Flip Bar,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,"Finger Food,  Italian,  Continental,  Seafood",4.2,107,1000,Maharashtra
1564,1564,Alfredo's,"Pleasant Park,Malad West, North Western", North Western,Mumbai,"Italian,  Fast Food",4.0,21,1200,Maharashtra
1565,1565,Chaayos - Meri Wali Chai,"Viviana Mall,Thane West, Thane", Thane,Mumbai,Tea,3.8,5,500,Maharashtra
1566,1566,Angrezi Dhaba,"Nakshtra Mall,Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.1,1343,1500,Maharashtra
1567,1567,1441 Pizzeria,"Raj Infinia,Malad West, North Western", North Western,Mumbai,"Pizza,  Italian",4.3,111,1200,Maharashtra
1568,1568,The Burrow Cafe,"Malad West, North Western", North Western,Mumbai,"Continental,  American",4.1,19,500,Maharashtra
1569,1569,Chinese Wok (Wok Express),"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Thai,  Asian",3.6,38,800,Maharashtra
1570,1570,Urban Tadka,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,"North Indian,  Mughlai",4.3,115,1600,Maharashtra
1571,1571,Ming Yang,"Taj Lands End Hotel,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Thai,  Seafood",4.5,86,4000,Maharashtra
1572,1572,Froozo,"King Palace,Malad West, North Western", North Western,Mumbai,"Desserts,  Ice Cream,  Fast Food",2.2,10,800,Maharashtra
1573,1573,Hotel Rishi,"Shinde Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,27,1200,Maharashtra
1574,1574,BrewDog Mid-Town Mumbai,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  European,  Asian",5.0,1,1600,Maharashtra
1575,1575,Vividh NX Bar & Cafe,"Gayatri Shivam Apartment,Kandivali East, North Western", North Western,Mumbai,"North Indian,  Italian,  Continental",4.3,236,1600,Maharashtra
1576,1576,Banjara Dhaba,"Kandivali East, North Western", North Western,Mumbai,North Indian,3.5,27,500,Maharashtra
1577,1577,Crave Junction,"Kandivali West, North Western", North Western,Mumbai,"Fast Food,  Italian",3.9,92,1000,Maharashtra
1578,1578,Express Eats by Tasca,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,Fast Food,3.3,3,500,Maharashtra
1579,1579,1441 Pizzeria,"Ashar Tiara Complex,Thane West, Thane", Thane,Mumbai,"Pizza,  Italian",4.5,75,1200,Maharashtra
1580,1580,Fisco Restobar,"Kandivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,767,2000,Maharashtra
1581,1581,90ft Above,"Vini Elegance,Borivali West, North Western", North Western,Mumbai,"North Indian,  Chinese",4.1,788,1200,Maharashtra
1582,1582,Cottage Grill,"Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",4.3,71,1200,Maharashtra
1583,1583,Zaiqaa,"Rajaram Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.8,6,800,Maharashtra
1584,1584,Uttar Dakshin Veg Treat,"Vasant Vihar, Thane", Thane,Mumbai,"North Indian,  Chinese,  South Indian,  Shakes",4.1,5,900,Maharashtra
1585,1585,Chitchat Chai,"Kandivali West, North Western", North Western,Mumbai,"Fast Food,  Tea",3.8,12,600,Maharashtra
1586,1586,Dwarka Restaurant,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  South Indian",3.7,25,700,Maharashtra
1587,1587,City Forestt Family Restaurant & Bar,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood",4.4,46,2000,Maharashtra
1588,1588,Royal Rasoi,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.5,37,1000,Maharashtra
1589,1589,Arabian Chillies Restaurant,"Dreamz Horizon Building,Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"Mughlai,  Chinese",3.9,54,1000,Maharashtra
1590,1590,Twistie's,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,"Italian,  Pizza,  Fast Food",4.4,26,800,Maharashtra
1591,1591,Pizza Caprina,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,Pizza,3.5,2,400,Maharashtra
1592,1592,Chaayos - Meri Wali Chai,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,Tea,4.8,5,500,Maharashtra
1593,1593,Arab Restaurant,"Sewri, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",3.9,38,700,Maharashtra
1594,1594,Cheelizza,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,"Pizza,  Italian",4.3,63,600,Maharashtra
1595,1595,Kattyz,"Amrapali Shopping Center,Vasant Vihar, Thane", Thane,Mumbai,Fast Food,3.0,2,200,Maharashtra
1596,1596,Preeti Sandwich and Juice Centre,"Amanda Shopping Centre,Thane West, Thane", Thane,Mumbai,Fast Food,4.7,3,600,Maharashtra
1597,1597,Upper Deck,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Continental,  North Indian,  Chinese,  Seafood",4.2,155,1000,Maharashtra
1598,1598,Punjab Grill,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Mughlai",4.2,24,3000,Maharashtra
1599,1599,San Marzano Pizzeria & Grill,"Kandivali West, North Western", North Western,Mumbai,"Pizza,  Italian,  Mexican",4.7,27,500,Maharashtra
1600,1600,Monopoly,"Borivali West, North Western", North Western,Mumbai,Fast Food,3.9,54,600,Maharashtra
1601,1601,Cafe Amigos,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,"Fast Food,  Italian,  Continental",4.2,31,1000,Maharashtra
1602,1602,Mad Over Donuts,"Profit Centre,Kandivali West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,41,450,Maharashtra
1603,1603,Balaji Idli House,"Panchsheel Heights,Kandivali West, North Western", North Western,Mumbai,"South Indian,  North Indian,  Chinese",4.2,20,800,Maharashtra
1604,1604,99 Pancakes,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",4.0,5,500,Maharashtra
1605,1605,Gigil Brasserie,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Italian,  Fast Food,  Desserts",4.3,69,1000,Maharashtra
1606,1606,Mad Over Donuts,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,28,450,Maharashtra
1607,1607,Frozen Bottle,"Prabhadevi, South Mumbai", South Mumbai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,33,500,Maharashtra
1608,1608,Coconuts Lagoon Coastal Cuisine & Bar,"Dosti Imperia,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood",4.5,44,1500,Maharashtra
1609,1609,Aromas Cafe,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.2,21,1000,Maharashtra
1610,1610,London Taxi,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  Continental,  European,  Asian,  Modern Indian",4.4,403,1600,Maharashtra
1611,1611,Food Hub Family Restaurant,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Fast Food",3.8,6,800,Maharashtra
1612,1612,Taco Bell,"Seawoods Grand Central Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Mexican,  American",4.0,16,500,Maharashtra
1613,1613,East Asia - The Asian Fanfare,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Asian,  Korean",4.4,197,1200,Maharashtra
1614,1614,Coffee By Di Bella,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.1,170,700,Maharashtra
1615,1615,House of Misal,"Borivali West, North Western", North Western,Mumbai,"Maharashtrian,  Street Food",5.0,1,200,Maharashtra
1616,1616,Around d' Globe,"Borivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Oriental ",4.3,327,1000,Maharashtra
1617,1617,Pop Tate's,"R Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Italian,  Continental",4.2,199,2000,Maharashtra
1618,1618,KOKO,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Asian,  Japanese,  Oriental ,  Sushi",4.7,178,3000,Maharashtra
1619,1619,Magari,"Kandivali West, North Western", North Western,Mumbai,"Italian,  Continental",4.0,10,900,Maharashtra
1620,1620,Pop Tate's,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.3,610,2000,Maharashtra
1621,1621,Banana Leaf,"Aditiya Apartments,Borivali West, North Western", North Western,Mumbai,"South Indian,  Street Food",4.2,53,1000,Maharashtra
1622,1622,MH04 The Drunk Yard,"Kothari Compound,Thane West, Thane", Thane,Mumbai,"Finger Food,  North Indian,  Italian,  Continental,  Mexican",4.3,111,2000,Maharashtra
