,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
1089,The Coffizza,"Sector 81, Faridabad", Faridabad,Noida,"Italian,  Fast Food,  Coffee",3.8,2,600
1090,California Burrito,"Vatika Business Centre,Sector 49, Gurgaon", Gurgaon,Gurgaon,Mexican,4.6,61,700
1091,Cafe Central,"Radisson Hotel Gurugram Sohna Road City Center,Sector 49, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",3.8,115,3500
1092,Chaayos,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Street Food,  Tea,  Fast Food",4.8,8,500
1093,Minnie's Kitchen,"Sector 79, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  Fast Food",3.8,14,400
1094,Zaika 7,"Sector 11, Faridabad", Faridabad,Noida,"North Indian,  Chinese",4.2,14,700
1095,Hunger Cure,"Omaxe World Street,Sector 79, Faridabad", Faridabad,Noida,"Fast Food,  Chinese",2.7,3,500
1096,Coffee Ville,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Coffee,  Health Food",1.0,1,400
1097,Stop My Starvation,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Desserts,  Fast Food,  Shakes,  Waffle",5.0,1,600
1098,Barbeque Nation,"Omaxe Connaught Place Mall,Beta 2, NCR Greater Noida", NCR Greater Noida,Noida,"North Indian,  Barbecue,  Mughlai",4.4,156,1700
1099,Sagar Ratna,"Omaxe City Centre,Omega 1, NCR Greater Noida", NCR Greater Noida,Noida,"South Indian,  North Indian,  Chinese",4.2,14,900
1100,Legends Of India By Savoy Suites,"Knowledge Park, NCR Greater Noida", NCR Greater Noida,Noida,"North Indian,  Biryani",4.3,10,1500
1101,Food Frolic,"Sector 83, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Chinese,  Continental,  Mediterranean",4.1,119,1600
1102,Kitchen District,"Sector 83, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Continental,  Japanese,  Asian",4.3,172,3000
1103,Dagrooz,"Sapphire 83 Mall,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Chinese",4.4,4,700
1104,Bikkgane Biryani,"The Grand Venice Mall,Surajpur Site 4, NCR Greater Noida", NCR Greater Noida,Noida,"Biryani,  North Indian",3.7,10,1100
1105,Yummy Tummy Corner,"Sapphire 83 Mall,Sector 83, Gurgaon", Gurgaon,Gurgaon,North Indian,4.5,2,400
1106,Awesum Dimsum,"Sector 83, Gurgaon", Gurgaon,Gurgaon,Chinese,3.7,6,800
1107,Under The Neem,"NH 8, Gurgaon", Gurgaon,Gurgaon,Continental,4.6,146,1500
1108,Grill Inn,"The Grand Venice Mall,Surajpur Site 4, NCR Greater Noida", NCR Greater Noida,Noida,Fast Food,1.0,1,500
1109,AK's Bar,"Karma Lakelands,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Continental,  Asian,  North Indian",4.3,14,2200
1110,On Kourse All Day Dining,"Karma Lakelands,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Asian,  North Indian,  Japanese,  European",4.5,53,1800
1111,Silbuttah Story,"Sector 12, Faridabad", Faridabad,Noida,"North Indian,  Oriental ,  Fast Food",4.2,30,1800
1112,Singh Ching,"Hudson Lane, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.3,120,800
1113,Pikwik,"Pitampura, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,258,1000
1114,Pikwik,"Ring Road Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.3,145,1800
1115,Pop Tate's,"Mayfair Sonata Green CHS,Vikhroli West, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  Italian,  Continental",4.3,333,2000
1116,Global Fusion,"Times Square Tech Park,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Sushi",4.5,716,2000
1117,FOO,"Vikhroli West, Central Suburbs", Central Suburbs,Mumbai,"Asian,  Chinese,  Japanese,  Sushi",4.7,50,1100
1118,Kake Da Hotel,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Mughlai",5.0,1,900
1119,PizzaExpress,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"European,  Fast Food,  Italian",4.5,590,1400
1120,Chili’s American Grill and Bar,"Ventura Building,Powai, Powai", Powai,Mumbai,"Mexican,  American,  Fast Food",4.2,699,2000
1121,Powai Social,"MHADA Colony 20, Powai", Powai,Mumbai,"North Indian,  Continental,  Asian,  Multi-Cuisine,  Chinese,  Fast Food",4.2,77,1600
1122,AB's - Absolute Barbecues,"Powai, Powai", Powai,Mumbai,"North Indian,  Barbecue",4.4,539,1200
1123,Mad Over Donuts,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,27,450
1124,Hitchki,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"Modern Indian,  North Indian,  Fast Food",4.5,285,1500
1125,Frozen Bottle,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,76,500
1126,Hitchki,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Modern Indian,4.3,613,1500
1127,Mad Over Donuts,"City Park Building,Powai, Powai", Powai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,63,450
1128,The Wine Table,"Ventura Building,Powai, Powai", Powai,Mumbai,"Finger Food,  Fast Food",4.7,3,1800
1129,Elementaria Bakery Cafe,"Powai, Powai", Powai,Mumbai,"Desserts,  Fast Food,  Coffee",5.0,2,800
1130,Taco Bell,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,24,500
1131,House of Mandarin,"Delphi Building,Powai, Powai", Powai,Mumbai,"Chinese,  Seafood,  Asian,  Sushi",4.7,40,2000
1132,Chaayos - Meri Wali Chai,"City Park Building,Powai, Powai", Powai,Mumbai,"Tea,  Street Food",4.0,48,500
1133,Frozen Bottle,"Hiranandani, Powai", Powai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.7,50,500
1134,The Sassy Spoon,"Delphi Building,Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  European,  Desserts",4.3,96,1800
1135,Lord of the Drinks,"Hiranandani, Powai", Powai,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",4.2,143,1500
1136,Vikhroli Social,"Imagine Studio,Vikhroli East, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.4,260,2000
1137,Bayroute,"Transocean House,Powai, Powai", Powai,Mumbai,"Lebanese,  Turkish,  Moroccan,  Greek",4.5,195,3000
1138,Asian Wok,"Galleria Shopping Centre,Powai, Powai", Powai,Mumbai,"Asian,  Chinese,  Thai,  Seafood",3.8,5,800
1139,Shaolin,"Galleria Shopping Centre,Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood",3.7,20,800
1140,Tibbs Frankie,"Powai, Powai", Powai,Mumbai,Fast Food,3.8,11,500
1141,Spirit,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.9,18,2000
1142,Mini Punjab's Lake Side,"Powai, Powai", Powai,Mumbai,"North Indian,  Mughlai,  Chinese,  Seafood",4.0,472,1700
1143,Mia Cucina,"Transocean House,Powai, Powai", Powai,Mumbai,"Italian,  Continental",4.2,179,2200
1144,Flax,"Powai Plaza,Powai, Powai", Powai,Mumbai,Health Food,4.0,1,900
1145,HAS Juices and More,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Juice,2.7,3,400
1146,Kosho,"Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Seafood,  Mughlai",4.2,10,1200
1147,Fisherman's Cove - Taste on Palate,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Mangalorean",4.4,61,800
1148,Flava,"The Roa Hotel,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",3.9,9,1500
1149,Pop Tate's,"Sagar Pallazio Mall,Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Italian,  Continental",4.3,378,2000
1150,Tibbs Frankie,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,3.3,6,200
1151,Gurukripa,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Asian",4.3,261,1400
1152,The Finch,"Chandivali, Powai", Powai,Mumbai,"North Indian,  Finger Food,  Chinese",4.3,252,2500
1153,Lake View Cafe,"Renaissance Mumbai Convention Centre Hotel,Powai, Powai", Powai,Mumbai,"North Indian,  Italian,  Continental",4.2,271,3000
1154,Pokket Cafe,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.2,5,500
1155,Chimichurri,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  Asian",4.5,222,900
1156,Pizza Caprina,"Premier Emperor Building,Marol, Andheri East", Andheri East,Mumbai,"Pizza,  Italian",5.0,1,400
1157,Saptami,"Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Continental,  South Indian",4.4,301,2500
1158,Urban Tadka,"Sagar Pallazio Mall,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Mughlai",4.4,247,1600
1159,Opa Bar,"The Peninsula Grand Hotel,Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Lebanese",4.2,239,3000
1160,The Bigg Small Cafe + Bar,"Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Modern Indian,  Continental",4.4,59,1000
1161,Peninsula - The Spice of India,"The Peninsula Grand Hotel,Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",3.9,113,2000
1162,Persian Darbar,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,299,1500
1163,Mahesh Lunch Home,"Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  Continental,  South Indian,  Seafood,  Coastal,  Indian Cuisine",4.3,66,1800
1164,The Chocolate Room Bistro and Cafe,"Vallabh Vihar,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Italian,  Chinese,  Mexican,  Multi-Cuisine,  Sizzlers,  Indian Cuisine",4.2,239,500
1165,Opa Cafe,"Sakinaka, Andheri East", Andheri East,Mumbai,"Mediterranean,  European,  Lebanese",3.4,11,3000
1166,Thambbi,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  South Indian",1.0,1,800
1167,5 Spice,"Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Thai,  Seafood",4.2,227,1000
1168,The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican",4.2,175,1600
1169,Roots Of India,"Times Square Tech Park,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Oriental ,  Chinese,  Seafood",4.0,186,2500
1170,Kakori House,"Sakinaka, Andheri East", Andheri East,Mumbai,"Mughlai,  Awadhi",4.0,14,1500
1171,Bling by The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican",4.0,14,1600
1172,Mad Over Donuts,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,41,450
1173,Nosh & Beyond,"Marol, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  European",4.8,7,1000
1174,Tibbs Frankie,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.4,41,200
1175,FoodPost,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.0,1,1000
1176,1522 Bar & Kitchen,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Continental,  Finger Food",4.3,112,1500
1177,Coffee Culture,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Health Food,  Shakes,  North Indian,  Continental",4.0,260,1000
1178,Fiona,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  South Indian,  Malvani",4.7,3,1000
1179,JW Cafe,"Sahar Airport Road, Andheri East", Andheri East,Mumbai,"North Indian,  Asian,  Japanese,  Seafood",4.7,404,4500
1180,All Stir Fry - Waterstones Hotel,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Japanese",4.4,152,2500
1181,Malhar Tribes,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Seafood,  Goan,  Biryani",4.4,26,2000
1182,Taco Bell,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,16,500
1183,Zytun - The Restaurant,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Oriental ",4.0,100,1200
1184,Family Tree,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  European,  North Indian",4.2,295,1000
1185,White Barn - Waterstones Club,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Continental",5.0,1,1400
1186,Keys Cafe - Keys Hotel Nestor,"Marol, Andheri East", Andheri East,Mumbai,"Continental,  North Indian,  Coffee",3.1,9,1000
1187,Roots Cafe,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Continental",4.0,13,1200
1188,The Stables,"Marol, Andheri East", Andheri East,Mumbai,"Finger Food,  European,  British",4.2,193,1500
1189,Rodeo Drive,"Marol, Andheri East", Andheri East,Mumbai,"American,  Italian,  Mexican",4.1,114,1200
1190,Citrus,"Sahar Airport Road, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian,  Sushi",4.3,74,4000
1191,Heroes,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Thai",4.1,105,2000
1192,Food Rush,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.3,6,800
1193,Le Cafe,"Hotel Jewel of Chembur,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Italian,  Continental,  European",4.4,205,1200
1194,Pickle And Pint by Destiny,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Oriental ,  Fast Food",4.5,125,2200
1195,Apna Dhaba,"Chakala, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Seafood",4.0,97,1200
1196,Navya,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental ",4.2,84,1500
1197,China Gate,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Chinese,  Seafood",4.4,180,1000
1198,Banjara,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Continental",4.3,77,2000
1199,Amritsari Kulcha Junction,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Street Food",4.4,10,500
1200,Something's Fishy,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Seafood,  Malvani",4.4,238,2000
1201,Via Bombay,"Hotel Jewel of Chembur,Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Maharashtrian,  Chinese,  Parsi",4.3,83,1400
1202,Grand Central,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood",4.4,106,1200
1203,Rome Pizzeria,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Italian,  Pizza",5.0,1,400
1204,MoMo Cafe,"Courtyard by Marriott Hotel,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Continental",4.3,218,3000
1205,The Food Studio,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,689,1400
1206,Prasad Food Divine,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",4.2,251,800
1207,Gallery Cafe,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Fast Food,  Seafood",4.0,208,2500
1208,Persian Darbar,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,45,1500
1209,Wowfillss,"Parel, South Mumbai", South Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",5.0,1,500
1210,Beans & Creme,"Radisson MIDC,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Desserts,  Bakery and Confectionary",4.3,4,700
1211,Crrave N Eat,"JB Nagar, Andheri East", Andheri East,Mumbai,"Fast Food,  Italian,  Continental",4.3,6,800
1212,Qebab Quisine,"Radisson MIDC,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Mughlai",4.1,29,2800
1213,Butterfly High,"Godrej BKC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Continental,  Finger Food,  Modern Indian",4.4,439,1800
1214,Ganga,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Street Food",2.9,5,500
1215,House of Asia,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Oriental ",4.2,26,2500
1216,Tibbs Frankie,"Chembur, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.7,40,200
1217,Frozen Bottle,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Shakes,  Ice Cream",4.5,80,500
1218,Thambbi,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  South Indian,  Street Food",5.0,2,800
1219,Reise - All Day Bar and Kitchen,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,114,1200
1220,Little Asia,"Mahakali, Andheri East", Andheri East,Mumbai,"Asian,  Chinese,  Thai,  Burmese,  Malaysian",3.9,4,800
1221,True Tramm Trunk,"Trade Center,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Chinese,  Fast Food",4.5,259,2000
1222,Angrezi Dhaba,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.1,80,1500
1223,Bar Tales,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Italian,  Continental",4.1,75,1500
1224,Masala Library by Jiggs Kalra,"FIFC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  South Indian",4.7,224,5000
1225,China Bistro,"Capsulation Premises,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",4.4,402,2000
1226,Chaayos - Meri Wali Chai,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,Tea,4.2,22,500
1227,Hitchki,"First International Financial Centre,Bandra Kurla Complex, Bandra", Bandra,Mumbai,Modern Indian,4.5,384,1500
1228,The Float House,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Fast Food,  Italian,  Chinese",5.0,1,900
1229,Sorriso Indian Kitchen & Bar,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Chinese",4.1,91,1200
1230,Sorriso Brasserie and Bar,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mughlai,  Oriental ",4.1,67,1400
1231,Mad Over Donuts,"Fair Lawn CHS,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,22,450
1232,Mi Hi Koli,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Seafood,  Maharashtrian,  Malvani",3.7,99,1000
1233,1441 Pizzeria,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"Pizza,  Italian",4.3,32,1200
1234,The Golden Wok,"Chhadva Apartment,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  Seafood",4.2,47,800
1235,Smoke House Deli,"FIFC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"European,  Italian,  American,  Health Food",4.4,257,2000
1236,PizzaExpress,"Bandra East, Bandra", Bandra,Mumbai,"European,  Fast Food,  Italian",4.5,699,1400
1237,Tossin Pizza,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Pizza,  Italian,  Seafood",4.1,13,1000
1238,Prithvi Cafe,"Janki Kutir Society,Juhu, Andheri West", Andheri West,Mumbai,"Coffee,  Tea,  Fast Food",4.2,216,500
1239,Yauatcha,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Chinese,  Seafood,  Asian",4.6,904,3000
1240,The Orange Mint,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Fast Food,  Italian",4.5,12,1500
1241,Taco Cheena,"Parekh Compound,Santacruz East, Bandra", Bandra,Mumbai,"Oriental ,  Chinese",4.4,2,800
1242,India Bistro,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Mughlai,  Biryani",4.4,245,1500
1243,The Earth Plate,"Hotel Sahara Star,Vile Parle East, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Mediterranean,  French",4.3,429,3500
1244,South of Vindhyas,"The Orchid Hotel,Vile Parle East, Andheri East", Andheri East,Mumbai,"South Indian,  Seafood,  Andhra,  Chettinad,  Mangalorean",4.2,79,3000
1245,Manuhaar – The Taste of Tradition,"Hotel Sahara Star,Vile Parle East, Andheri East", Andheri East,Mumbai,"Gujarati,  Rajasthani",4.6,50,3000
1246,Amantran Fine Dine,"Minerva Chambers,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",4.3,94,800
1247,The Indian Toss,"Aureole Hotel,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  North Indian,  Italian",4.0,237,1200
1248,The Art House,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Asian,  Continental",3.9,92,1500
1249,The Pancake Story,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,"Desserts,  Fast Food",5.0,1,500
1250,King Chilli,"Koteshwar Palace Building,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  Thai,  Asian",4.2,23,800
1251,1 By Two,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Fast Food",1.9,5,900
1252,Family Tree,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  European,  North Indian",4.3,247,1400
1253,Tunak Tunak Tunn,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,North Indian,4.3,72,1100
1254,Capital Social,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.3,353,2000
1255,La Flame,"Avior Building,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Lebanese",4.6,12,1200
1256,Aquafire,"E-Square Building,Vile Parle East, Andheri East", Andheri East,Mumbai,"North Indian,  Italian,  Chinese,  Continental",4.0,136,1500
1257,1441 Pizzeria,"Vile Parle East, Andheri East", Andheri East,Mumbai,"Pizza,  Italian",4.4,69,1200
1258,CinCin,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Italian,  Pizza",4.4,112,2800
1259,Tibbs Frankie,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,Fast Food,4.0,2,200
1260,Mad Over Donuts,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,22,450
1261,SodaBottleOpenerWala,"The Capital Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Parsi,  Iranian,  North Indian,  Street Food",4.3,475,1600
1262,Local Stop,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese",3.4,54,1000
1263,Punjab Grill,"The Capital Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Mughlai",4.3,197,3000
1264,Persia Darbar,"Lily Tower,Jogeshwari West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Arabian",4.4,253,1000
1265,Mad Over Donuts,"Maitreya Business Park,Vile Parle East, Andheri East", Andheri East,Mumbai,"Desserts,  Doughnuts,  Waffle",4.1,21,450
1266,Nara,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Thai,  Asian,  Seafood",4.5,192,2500
1267,Oliva,"Harileela CHS,Vile Parle East, Andheri East", Andheri East,Mumbai,"Pizza,  Italian,  Continental",4.3,3,700
1268,Celini,"Grand Hyatt Mumbai Hotel & Residences,Santacruz East, Bandra", Bandra,Mumbai,Italian,4.3,50,5000
